OGNTsort	extendedStrNo	RMAC	SpanishDescription
105039	G3004	V-PAI-3S	Verbo, Presente, Activa, Indicativo, (3) tercera, Singular
105040	G305	V-2AAP-NSM	Verbo, (2A) Aoristo segundo, Activa, Participio, Nominativo, Singular, Masculino
105041	G1519	PREP	PREPosición
105042	G5311	N-ASN	SustaNtivo, Acusativo, Singular, Neutro
105043	G162	V-AAI-3S	Verbo, Aoristo, Activa, Indicativo, (3) tercera, Singular
105044	G161	N-ASF	SustaNtivo, Acusativo, Singular, Femenino
105045	G1325	V-AAI-3S	Verbo, Aoristo, Activa, Indicativo, (3) tercera, Singular
105046	G1390	N-APN	SustaNtivo, Acusativo, Plural, Neutro
105047	G3588	T-DPM	(T) artículo determinado, Dativo, Plural, Masculino
105048	G444	N-DPM	SustaNtivo, Dativo, Plural, Masculino
105049	G3588	T-NSN	(T) artículo determinado, Nominativo, Singular, Neutro
105050	G1161	CONJ	CONJunción o partícula cunjuntiva
105051	G305	V-2AAI-3S	Verbo, (2A) Aoristo segundo, Activa, Indicativo, (3) tercera, Singular
105052	G5101	I-NSN	pronombre Interrogativo, Nominativo, Singular, Neutro
105053	G1510	V-PAI-3S	Verbo, Presente, Activa, Indicativo, (3) tercera, Singular
105054	G1487	CONJ	CONJunción o partícula cunjuntiva
105055	G3361	PRT-N	PaRTícula, Negativo
105056	G3754	CONJ	CONJunción o partícula cunjuntiva
105057	G2532	CONJ	CONJunción o partícula cunjuntiva
105058	G2597	V-2AAI-3S	Verbo, (2A) Aoristo segundo, Activa, Indicativo, (3) tercera, Singular
105059	G1519	PREP	PREPosición
105060	G3588	T-APN	(T) artículo determinado, Acusativo, Plural, Neutro
105061	G2737	A-APN-C	Adjetivo, Acusativo, Plural, Neutro, Comparativo
105062	G3313	N-APN	SustaNtivo, Acusativo, Plural, Neutro
105063	G3588	T-GSF	(T) artículo determinado, Genitivo, Singular, Femenino
105064	G1093	N-GSF	SustaNtivo, Genitivo, Singular, Femenino
105065	G3588	T-NSM	(T) artículo determinado, Nominativo, Singular, Masculino
105066	G2597	V-2AAP-NSM	Verbo, (2A) Aoristo segundo, Activa, Participio, Nominativo, Singular, Masculino
105067	G846	P-NSM	pronombre Personal, Nominativo, Singular, Masculino
105068	G1510	V-PAI-3S	Verbo, Presente, Activa, Indicativo, (3) tercera, Singular
105069	G2532	CONJ	CONJunción o partícula cunjuntiva
105070	G3588	T-NSM	(T) artículo determinado, Nominativo, Singular, Masculino
105071	G305	V-2AAP-NSM	Verbo, (2A) Aoristo segundo, Activa, Participio, Nominativo, Singular, Masculino
105072	G5231	PREP	PREPosición
105073	G3956	A-GPM	Adjetivo, Genitivo, Plural, Masculino
105074	G3588	T-GPM	(T) artículo determinado, Genitivo, Plural, Masculino
105075	G3772	N-GPM	SustaNtivo, Genitivo, Plural, Masculino
105076	G2443	CONJ	CONJunción o partícula cunjuntiva
105077	G4137	V-AAS-3S	Verbo, Aoristo, Activa, Subjuntivo, (3) tercera, Singular
105078	G3588	T-APN	(T) artículo determinado, Acusativo, Plural, Neutro
105079	G3956	A-APN	Adjetivo, Acusativo, Plural, Neutro
105080	G2532	CONJ	CONJunción o partícula cunjuntiva
105081	G846	P-NSM	pronombre Personal, Nominativo, Singular, Masculino
105082	G1325	V-AAI-3S	Verbo, Aoristo, Activa, Indicativo, (3) tercera, Singular
105083	G3588	T-APM	(T) artículo determinado, Acusativo, Plural, Masculino
105084	G3303	PRT	PaRTícula, partícula disyuntiva
105085	G652	N-APM	SustaNtivo, Acusativo, Plural, Masculino
105086	G3588	T-APM	(T) artículo determinado, Acusativo, Plural, Masculino
105087	G1161	CONJ	CONJunción o partícula cunjuntiva
105088	G4396	N-APM	SustaNtivo, Acusativo, Plural, Masculino
105089	G3588	T-APM	(T) artículo determinado, Acusativo, Plural, Masculino
105090	G1161	CONJ	CONJunción o partícula cunjuntiva
105091	G2099	N-APM	SustaNtivo, Acusativo, Plural, Masculino
105092	G3588	T-APM	(T) artículo determinado, Acusativo, Plural, Masculino
105093	G1161	CONJ	CONJunción o partícula cunjuntiva
105094	G4166	N-APM	SustaNtivo, Acusativo, Plural, Masculino
105095	G2532	CONJ	CONJunción o partícula cunjuntiva
105096	G1320	N-APM	SustaNtivo, Acusativo, Plural, Masculino
105097	G4314	PREP	PREPosición
105098	G3588	T-ASM	(T) artículo determinado, Acusativo, Singular, Masculino
105099	G2677	N-ASM	SustaNtivo, Acusativo, Singular, Masculino
105100	G3588	T-GPM	(T) artículo determinado, Genitivo, Plural, Masculino
105101	G40	A-GPM	Adjetivo, Genitivo, Plural, Masculino
105102	G1519	PREP	PREPosición
105103	G2041	N-ASN	SustaNtivo, Acusativo, Singular, Neutro
105104	G1248	N-GSF	SustaNtivo, Genitivo, Singular, Femenino
105105	G1519	PREP	PREPosición
105106	G3619	N-ASF	SustaNtivo, Acusativo, Singular, Femenino
105107	G3588	T-GSN	(T) artículo determinado, Genitivo, Singular, Neutro
105108	G4983	N-GSN	SustaNtivo, Genitivo, Singular, Neutro
105109	G3588	T-GSM	(T) artículo determinado, Genitivo, Singular, Masculino
105110	G5547	N-GSM-T	SustaNtivo, Genitivo, Singular, Masculino, Título
105111	G3360	CONJ	CONJunción o partícula cunjuntiva
105112	G2658	V-AAS-1P	Verbo, Aoristo, Activa, Subjuntivo, (1) primera, Plural
105113	G3588	T-NPM	(T) artículo determinado, Nominativo, Plural, Masculino
105114	G3956	A-NPM	Adjetivo, Nominativo, Plural, Masculino
105115	G1519	PREP	PREPosición
105116	G3588	T-ASF	(T) artículo determinado, Acusativo, Singular, Femenino
105117	G1775	N-ASF	SustaNtivo, Acusativo, Singular, Femenino
105118	G3588	T-GSF	(T) artículo determinado, Genitivo, Singular, Femenino
105119	G4102	N-GSF	SustaNtivo, Genitivo, Singular, Femenino
105120	G2532	CONJ	CONJunción o partícula cunjuntiva
105121	G3588	T-GSF	(T) artículo determinado, Genitivo, Singular, Femenino
105122	G1922	N-GSF	SustaNtivo, Genitivo, Singular, Femenino
105123	G3588	T-GSM	(T) artículo determinado, Genitivo, Singular, Masculino
105124	G5207	N-GSM	SustaNtivo, Genitivo, Singular, Masculino
105125	G3588	T-GSM	(T) artículo determinado, Genitivo, Singular, Masculino
105126	G2316	N-GSM	SustaNtivo, Genitivo, Singular, Masculino
105127	G1519	PREP	PREPosición
105128	G435	N-ASM	SustaNtivo, Acusativo, Singular, Masculino
105129	G5046	A-ASM	Adjetivo, Acusativo, Singular, Masculino
105130	G1519	PREP	PREPosición
105131	G3358	N-ASN	SustaNtivo, Acusativo, Singular, Neutro
105132	G2244	N-GSF	SustaNtivo, Genitivo, Singular, Femenino
105133	G3588	T-GSN	(T) artículo determinado, Genitivo, Singular, Neutro
105134	G4138	N-GSN	SustaNtivo, Genitivo, Singular, Neutro
105135	G3588	T-GSM	(T) artículo determinado, Genitivo, Singular, Masculino
105136	G5547	N-GSM-T	SustaNtivo, Genitivo, Singular, Masculino, Título
105137	G2443	CONJ	CONJunción o partícula cunjuntiva
105138	G3371	ADV	ADVerbio o adverbio y partícula combinados
105139	G1510	V-PAS-1P	Verbo, Presente, Activa, Subjuntivo, (1) primera, Plural
105140	G3516	A-NPM	Adjetivo, Nominativo, Plural, Masculino
105141	G2831	V-PNP-NPM	Verbo, Presente, depoNente medio o pasivo, Participio, Nominativo, Plural, Masculino
105142	G2532	CONJ	CONJunción o partícula cunjuntiva
105143	G4064	V-PPP-NPM	Verbo, Presente, Pasivo, Participio, Nominativo, Plural, Masculino
105144	G3956	A-DSM	Adjetivo, Dativo, Singular, Masculino
105145	G417	N-DSM	SustaNtivo, Dativo, Singular, Masculino
105146	G3588	T-GSF	(T) artículo determinado, Genitivo, Singular, Femenino
105147	G1319	N-GSF	SustaNtivo, Genitivo, Singular, Femenino
105148	G1722	PREP	PREPosición
105149	G3588	T-DSF	(T) artículo determinado, Dativo, Singular, Femenino
105150	G2940	N-DSF	SustaNtivo, Dativo, Singular, Femenino
105151	G3588	T-GPM	(T) artículo determinado, Genitivo, Plural, Masculino
105152	G444	N-GPM	SustaNtivo, Genitivo, Plural, Masculino
105153	G1722	PREP	PREPosición
105154	G3834	N-DSF	SustaNtivo, Dativo, Singular, Femenino
105155	G4314	PREP	PREPosición
105156	G3588	T-ASF	(T) artículo determinado, Acusativo, Singular, Femenino
105157	G3180	N-ASF	SustaNtivo, Acusativo, Singular, Femenino
105158	G3588	T-GSF	(T) artículo determinado, Genitivo, Singular, Femenino
105159	G4106	N-GSF	SustaNtivo, Genitivo, Singular, Femenino
105160	G226	V-PAP-NPM	Verbo, Presente, Activa, Participio, Nominativo, Plural, Masculino
105161	G1161	CONJ	CONJunción o partícula cunjuntiva
105162	G1722	PREP	PREPosición
105163	G26	N-DSF	SustaNtivo, Dativo, Singular, Femenino
105164	G837	V-AAS-1P	Verbo, Aoristo, Activa, Subjuntivo, (1) primera, Plural
105165	G1519	PREP	PREPosición
105166	G846	P-ASM	pronombre Personal, Acusativo, Singular, Masculino
105167	G3588	T-APN	(T) artículo determinado, Acusativo, Plural, Neutro
105168	G3956	A-APN	Adjetivo, Acusativo, Plural, Neutro
105169	G3739	R-NSM	pronombre Relativo, Nominativo, Singular, Masculino
105170	G1510	V-PAI-3S	Verbo, Presente, Activa, Indicativo, (3) tercera, Singular
105171	G3588	T-NSF	(T) artículo determinado, Nominativo, Singular, Femenino
105172	G2776	N-NSF	SustaNtivo, Nominativo, Singular, Femenino
105173	G5547	N-NSM-T	SustaNtivo, Nominativo, Singular, Masculino, Título
105174	G1537	PREP	PREPosición
105175	G3739	R-GSM	pronombre Relativo, Genitivo, Singular, Masculino
105176	G3956	A-NSN	Adjetivo, Nominativo, Singular, Neutro
105177	G3588	T-NSN	(T) artículo determinado, Nominativo, Singular, Neutro
105178	G4983	N-NSN	SustaNtivo, Nominativo, Singular, Neutro
105179	G4883	V-PPP-NSN	Verbo, Presente, Pasivo, Participio, Nominativo, Singular, Neutro
105180	G2532	CONJ	CONJunción o partícula cunjuntiva
105181	G4822	V-PPP-NSN	Verbo, Presente, Pasivo, Participio, Nominativo, Singular, Neutro
105182	G1223	PREP	PREPosición
105183	G3956	A-GSF	Adjetivo, Genitivo, Singular, Femenino
105184	G860	N-GSF	SustaNtivo, Genitivo, Singular, Femenino
105185	G3588	T-GSF	(T) artículo determinado, Genitivo, Singular, Femenino
105186	G2024	N-GSF	SustaNtivo, Genitivo, Singular, Femenino
105187	G2596	PREP	PREPosición
105188	G1753	N-ASF	SustaNtivo, Acusativo, Singular, Femenino
105189	G1722	PREP	PREPosición
105190	G3358	N-DSN	SustaNtivo, Dativo, Singular, Neutro
105191	G1520	A-GSN	Adjetivo, Genitivo, Singular, Neutro
105192	G1538	A-GSN	Adjetivo, Genitivo, Singular, Neutro
105193	G3313	N-GSN	SustaNtivo, Genitivo, Singular, Neutro
105194	G3588	T-ASF	(T) artículo determinado, Acusativo, Singular, Femenino
105195	G838	N-ASF	SustaNtivo, Acusativo, Singular, Femenino
105196	G3588	T-GSN	(T) artículo determinado, Genitivo, Singular, Neutro
105197	G4983	N-GSN	SustaNtivo, Genitivo, Singular, Neutro
105198	G4160	V-PMI-3S	Verbo, Presente, Media, Indicativo, (3) tercera, Singular
105199	G1519	PREP	PREPosición
105200	G3619	N-ASF	SustaNtivo, Acusativo, Singular, Femenino
105201	G1438	F-3GSM	pronombre reFlexivo, (3) tercera, Genitivo, Singular, Masculino
105202	G1722	PREP	PREPosición
105203	G26	N-DSF	SustaNtivo, Dativo, Singular, Femenino
105204	G3778	D-ASN	pronombre Demostrativo, Acusativo, Singular, Neutro
105205	G3767	CONJ	CONJunción o partícula cunjuntiva
105206	G3004	V-PAI-1S	Verbo, Presente, Activa, Indicativo, (1) primera, Singular
105207	G2532	CONJ	CONJunción o partícula cunjuntiva
105208	G3143	V-PNI-1S	Verbo, Presente, depoNente medio o pasivo, Indicativo, (1) primera, Singular
105209	G1722	PREP	PREPosición
105210	G2962	N-DSM	SustaNtivo, Dativo, Singular, Masculino
105211	G3371	ADV	ADVerbio o adverbio y partícula combinados
105212	G4771	P-2AP	pronombre Personal, (2) segunda, Acusativo, Plural
105213	G4043	V-PAN	Verbo, Presente, Activa, iNfinitivo
105214	G2531	CONJ	CONJunción o partícula cunjuntiva
105215	G2532	CONJ	CONJunción o partícula cunjuntiva
105216	G3588	T-NPN	(T) artículo determinado, Nominativo, Plural, Neutro
105217	G1484	N-NPN	SustaNtivo, Nominativo, Plural, Neutro
105218	G4043	V-PAI-3S	Verbo, Presente, Activa, Indicativo, (3) tercera, Singular
105219	G1722	PREP	PREPosición
105220	G3153	N-DSF	SustaNtivo, Dativo, Singular, Femenino
105221	G3588	T-GSM	(T) artículo determinado, Genitivo, Singular, Masculino
105222	G3563	N-GSM	SustaNtivo, Genitivo, Singular, Masculino
105223	G846	P-GPN	pronombre Personal, Genitivo, Plural, Neutro
105224	G4656	V-RPP-NPM	Verbo, peRfecto, Pasivo, Participio, Nominativo, Plural, Masculino
105225	G3588	T-DSF	(T) artículo determinado, Dativo, Singular, Femenino
105226	G1271	N-DSF	SustaNtivo, Dativo, Singular, Femenino
105227	G1510	V-PAP-NPM	Verbo, Presente, Activa, Participio, Nominativo, Plural, Masculino
105228	G526	V-RPP-NPM	Verbo, peRfecto, Pasivo, Participio, Nominativo, Plural, Masculino
105229	G3588	T-GSF	(T) artículo determinado, Genitivo, Singular, Femenino
105230	G2222	N-GSF	SustaNtivo, Genitivo, Singular, Femenino
105231	G3588	T-GSM	(T) artículo determinado, Genitivo, Singular, Masculino
105232	G2316	N-GSM	SustaNtivo, Genitivo, Singular, Masculino
105233	G1223	PREP	PREPosición
105234	G3588	T-ASF	(T) artículo determinado, Acusativo, Singular, Femenino
105235	G52	N-ASF	SustaNtivo, Acusativo, Singular, Femenino
105236	G3588	T-ASF	(T) artículo determinado, Acusativo, Singular, Femenino
105237	G1510	V-PAP-ASF	Verbo, Presente, Activa, Participio, Acusativo, Singular, Femenino
105238	G1722	PREP	PREPosición
105239	G846	P-DPN	pronombre Personal, Dativo, Plural, Neutro
105240	G1223	PREP	PREPosición
105241	G3588	T-ASF	(T) artículo determinado, Acusativo, Singular, Femenino
105242	G4457	N-ASF	SustaNtivo, Acusativo, Singular, Femenino
105243	G3588	T-GSF	(T) artículo determinado, Genitivo, Singular, Femenino
105244	G2588	N-GSF	SustaNtivo, Genitivo, Singular, Femenino
105245	G846	P-GPN	pronombre Personal, Genitivo, Plural, Neutro
105246	G3748	R-NPM	pronombre Relativo, Nominativo, Plural, Masculino
105247	G524	V-RAP-NPM	Verbo, peRfecto, Activa, Participio, Nominativo, Plural, Masculino
105248	G1438	F-3APM	pronombre reFlexivo, (3) tercera, Acusativo, Plural, Masculino
105249	G3860	V-AAI-3P	Verbo, Aoristo, Activa, Indicativo, (3) tercera, Plural
105250	G3588	T-DSF	(T) artículo determinado, Dativo, Singular, Femenino
105251	G766	N-DSF	SustaNtivo, Dativo, Singular, Femenino
105252	G1519	PREP	PREPosición
105253	G2039	N-ASF	SustaNtivo, Acusativo, Singular, Femenino
105254	G167	N-GSF	SustaNtivo, Genitivo, Singular, Femenino
105255	G3956	A-GSF	Adjetivo, Genitivo, Singular, Femenino
105256	G1722	PREP	PREPosición
105257	G4124	N-DSF	SustaNtivo, Dativo, Singular, Femenino
105258	G4771	P-2NP	pronombre Personal, (2) segunda, Nominativo, Plural
105259	G1161	CONJ	CONJunción o partícula cunjuntiva
105260	G3756	PRT-N	PaRTícula, Negativo
105261	G3779	ADV	ADVerbio o adverbio y partícula combinados
105262	G3129	V-2AAI-2P	Verbo, (2A) Aoristo segundo, Activa, Indicativo, (2) segunda, Plural
105263	G3588	T-ASM	(T) artículo determinado, Acusativo, Singular, Masculino
105264	G5547	N-ASM-T	SustaNtivo, Acusativo, Singular, Masculino, Título
105265	G1487	CONJ	CONJunción o partícula cunjuntiva
105266	G1065	PRT	PaRTícula, partícula disyuntiva
105267	G846	P-ASM	pronombre Personal, Acusativo, Singular, Masculino
105268	G191	V-AAI-2P	Verbo, Aoristo, Activa, Indicativo, (2) segunda, Plural
105269	G2532	CONJ	CONJunción o partícula cunjuntiva
105270	G1722	PREP	PREPosición
105271	G846	P-DSM	pronombre Personal, Dativo, Singular, Masculino
105272	G1321	V-API-2P	Verbo, Aoristo, Pasivo, Indicativo, (2) segunda, Plural
105273	G2531	CONJ	CONJunción o partícula cunjuntiva
105274	G1510	V-PAI-3S	Verbo, Presente, Activa, Indicativo, (3) tercera, Singular
105275	G225	N-NSF	SustaNtivo, Nominativo, Singular, Femenino
105276	G1722	PREP	PREPosición
105277	G3588	T-DSM	(T) artículo determinado, Dativo, Singular, Masculino
105278	G2424	N-DSM-P	SustaNtivo, Dativo, Singular, Masculino, Persona
105279	G659	V-2AMN	Verbo, (2A) Aoristo segundo, Media, iNfinitivo
105280	G4771	P-2AP	pronombre Personal, (2) segunda, Acusativo, Plural
105281	G2596	PREP	PREPosición
105282	G3588	T-ASF	(T) artículo determinado, Acusativo, Singular, Femenino
105283	G4387	A-ASF-C	Adjetivo, Acusativo, Singular, Femenino, Comparativo
105284	G391	N-ASF	SustaNtivo, Acusativo, Singular, Femenino
105285	G3588	T-ASM	(T) artículo determinado, Acusativo, Singular, Masculino
105286	G3820	A-ASM	Adjetivo, Acusativo, Singular, Masculino
105287	G444	N-ASM	SustaNtivo, Acusativo, Singular, Masculino
105288	G3588	T-ASM	(T) artículo determinado, Acusativo, Singular, Masculino
105289	G5351	V-PPP-ASM	Verbo, Presente, Pasivo, Participio, Acusativo, Singular, Masculino
105290	G2596	PREP	PREPosición
105291	G3588	T-APF	(T) artículo determinado, Acusativo, Plural, Femenino
105292	G1939	N-APF	SustaNtivo, Acusativo, Plural, Femenino
105293	G3588	T-GSF	(T) artículo determinado, Genitivo, Singular, Femenino
105294	G539	N-GSF	SustaNtivo, Genitivo, Singular, Femenino
105295	G365	V-PPN	Verbo, Presente, Pasivo, iNfinitivo
105296	G1161	CONJ	CONJunción o partícula cunjuntiva
105297	G3588	T-DSN	(T) artículo determinado, Dativo, Singular, Neutro
105298	G4151	N-DSN	SustaNtivo, Dativo, Singular, Neutro
105299	G3588	T-GSM	(T) artículo determinado, Genitivo, Singular, Masculino
105300	G3563	N-GSM	SustaNtivo, Genitivo, Singular, Masculino
105301	G4771	P-2GP	pronombre Personal, (2) segunda, Genitivo, Plural
105302	G2532	CONJ	CONJunción o partícula cunjuntiva
105303	G1746	V-AMN	Verbo, Aoristo, Media, iNfinitivo
105304	G3588	T-ASM	(T) artículo determinado, Acusativo, Singular, Masculino
105305	G2537	A-ASM	Adjetivo, Acusativo, Singular, Masculino
105306	G444	N-ASM	SustaNtivo, Acusativo, Singular, Masculino
105307	G3588	T-ASM	(T) artículo determinado, Acusativo, Singular, Masculino
105308	G2596	PREP	PREPosición
105309	G2316	N-ASM	SustaNtivo, Acusativo, Singular, Masculino
105310	G2936	V-APP-ASM	Verbo, Aoristo, Pasivo, Participio, Acusativo, Singular, Masculino
105311	G1722	PREP	PREPosición
105312	G1343	N-DSF	SustaNtivo, Dativo, Singular, Femenino
105313	G2532	CONJ	CONJunción o partícula cunjuntiva
105314	G3742	N-DSF	SustaNtivo, Dativo, Singular, Femenino
105315	G3588	T-GSF	(T) artículo determinado, Genitivo, Singular, Femenino
105316	G225	N-GSF	SustaNtivo, Genitivo, Singular, Femenino
105317	G1352	CONJ	CONJunción o partícula cunjuntiva
105318	G659	V-2AMP-NPM	Verbo, (2A) Aoristo segundo, Media, Participio, Nominativo, Plural, Masculino
105319	G3588	T-ASN	(T) artículo determinado, Acusativo, Singular, Neutro
105320	G5579	N-ASN	SustaNtivo, Acusativo, Singular, Neutro
105321	G2980	V-PAM-2P	Verbo, Presente, Activa, IMperativo, (2) segunda, Plural
105322	G225	N-ASF	SustaNtivo, Acusativo, Singular, Femenino
105323	G1538	A-NSM	Adjetivo, Nominativo, Singular, Masculino
105324	G3326	PREP	PREPosición
105325	G3588	T-GSM	(T) artículo determinado, Genitivo, Singular, Masculino
105326	G4139	ADV	ADVerbio o adverbio y partícula combinados
105327	G846	P-GSM	pronombre Personal, Genitivo, Singular, Masculino
105328	G3754	CONJ	CONJunción o partícula cunjuntiva
105329	G1510	V-PAI-1P	Verbo, Presente, Activa, Indicativo, (1) primera, Plural
105330	G240	C-GPM	pronombre reCíproco, Genitivo, Plural, Masculino
105331	G3196	N-NPN	SustaNtivo, Nominativo, Plural, Neutro
105332	G3710	V-PMM-2P	Verbo, Presente, Media, IMperativo, (2) segunda, Plural
105333	G2532	CONJ	CONJunción o partícula cunjuntiva
105334	G3361	PRT-N	PaRTícula, Negativo
105335	G264	V-PAM-2P	Verbo, Presente, Activa, IMperativo, (2) segunda, Plural
105336	G3588	T-NSM	(T) artículo determinado, Nominativo, Singular, Masculino
105337	G2246	N-NSM	SustaNtivo, Nominativo, Singular, Masculino
105338	G3361	PRT-N	PaRTícula, Negativo
105339	G1931	V-PAM-3S	Verbo, Presente, Activa, IMperativo, (3) tercera, Singular
105340	G1909	PREP	PREPosición
105341	G3588	T-DSM	(T) artículo determinado, Dativo, Singular, Masculino
105342	G3950	N-DSM	SustaNtivo, Dativo, Singular, Masculino
105343	G4771	P-2GP	pronombre Personal, (2) segunda, Genitivo, Plural
105344	G3366	CONJ	CONJunción o partícula cunjuntiva
105345	G1325	V-PAM-2P	Verbo, Presente, Activa, IMperativo, (2) segunda, Plural
105346	G5117	N-ASM	SustaNtivo, Acusativo, Singular, Masculino
105347	G3588	T-DSM	(T) artículo determinado, Dativo, Singular, Masculino
105348	G1228	A-DSM	Adjetivo, Dativo, Singular, Masculino
105349	G3588	T-NSM	(T) artículo determinado, Nominativo, Singular, Masculino
